mode,participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,feature,selected,feature_score
individual,P19,valence,multimodal,knn,20,20,2,eeg_sd__Oz,False,2.0940033278689123
individual,P19,valence,multimodal,knn,20,20,2,eeg_sd__PO7,False,0.5343953351808507
individual,P19,valence,multimodal,knn,20,20,2,eeg_sd__PO8,False,1.2335192759834162
individual,P19,valence,multimodal,knn,20,20,2,eeg_sd__Pz,False,0.2095701668562262
individual,P19,valence,multimodal,knn,20,20,2,eeg_se__C3,False,0.8147515920773105
individual,P19,valence,multimodal,knn,20,20,2,eeg_se__C4,False,0.7008874324039038
individual,P19,valence,multimodal,knn,20,20,2,eeg_se__Cz,False,1.1095149615146676
individual,P19,valence,multimodal,knn,20,20,2,eeg_se__Fz,True,2.94627556770321
individual,P19,valence,multimodal,knn,20,20,2,eeg_se__Oz,False,0.4363546537692405
individual,P19,valence,multimodal,knn,20,20,2,eeg_se__PO7,False,0.1683094960780297
individual,P19,valence,multimodal,knn,20,20,2,eeg_se__PO8,False,0.9585650109265338
individual,P19,valence,multimodal,knn,20,20,2,eeg_se__Pz,False,0.996133181518765
individual,P19,valence,multimodal,knn,20,20,2,eeg_hm__C3,False,1.789616936969752
individual,P19,valence,multimodal,knn,20,20,2,eeg_hm__C4,False,0.9193890641888554
individual,P19,valence,multimodal,knn,20,20,2,eeg_hm__Cz,True,2.7101750124034525
individual,P19,valence,multimodal,knn,20,20,2,eeg_hm__Fz,False,1.6375967416824793
individual,P19,valence,multimodal,knn,20,20,2,eeg_hm__Oz,True,2.31997783565002
individual,P19,valence,multimodal,knn,20,20,2,eeg_hm__PO7,False,0.4974730209607277
individual,P19,valence,multimodal,knn,20,20,2,eeg_hm__PO8,False,1.5754261250796735
individual,P19,valence,multimodal,knn,20,20,2,eeg_hm__Pz,False,0.6398573552055977
individual,P19,valence,multimodal,knn,20,20,2,eeg_hc__C3,True,3.81164243559019
individual,P19,valence,multimodal,knn,20,20,2,eeg_hc__C4,False,1.7615888648065998
individual,P19,valence,multimodal,knn,20,20,2,eeg_hc__Cz,False,0.8356012627084547
individual,P19,valence,multimodal,knn,20,20,2,eeg_hc__Fz,False,1.439439664224938
individual,P19,valence,multimodal,knn,20,20,2,eeg_hc__Oz,False,1.5839396704997055
individual,P19,valence,multimodal,knn,20,20,2,eeg_hc__PO7,False,0.7302076563721014
individual,P19,valence,multimodal,knn,20,20,2,eeg_hc__PO8,False,1.7948943853456965
individual,P19,valence,multimodal,knn,20,20,2,eeg_hc__Pz,False,0.1536167280549094
individual,P19,valence,multimodal,knn,20,20,2,eeg_mf_hz__C3,True,4.428466386554615
individual,P19,valence,multimodal,knn,20,20,2,eeg_mf_hz__C4,False,1.5187989413432614
individual,P19,valence,multimodal,knn,20,20,2,eeg_mf_hz__Cz,False,0.2835715283369209
individual,P19,valence,multimodal,knn,20,20,2,eeg_mf_hz__Fz,False,1.86159051581194
individual,P19,valence,multimodal,knn,20,20,2,eeg_mf_hz__Oz,False,0.7273724400420415
individual,P19,valence,multimodal,knn,20,20,2,eeg_mf_hz__PO7,False,1.012860970804896
individual,P19,valence,multimodal,knn,20,20,2,eeg_mf_hz__PO8,False,2.1015389365188675
individual,P19,valence,multimodal,knn,20,20,2,eeg_mf_hz__Pz,False,0.982191258288004
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_delta__C3,True,2.28165229231119
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_delta__C4,False,0.1730225539617745
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_delta__Cz,True,2.429582051284338
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_delta__Fz,True,3.195449578568506
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_delta__Oz,False,1.420814652609111
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_delta__PO7,False,0.7959291611193612
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_delta__PO8,False,1.3079934669691722
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_delta__Pz,False,1.2283002312244424
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_delta__C3,False,0.757915906573892
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_delta__C4,False,0.1480558795583797
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_delta__Cz,False,0.0617227194810261
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_delta__Fz,False,0.7270270772672609
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_delta__Oz,False,0.9464417661763124
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_delta__PO7,False,0.0065592757700889
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_delta__PO8,False,0.9051557682510448
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_delta__Pz,False,0.4166965184189583
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_theta__C3,False,1.8414682643822589
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_theta__C4,False,0.4386009122673833
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_theta__Cz,False,0.1645519963661698
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_theta__Fz,False,0.4604629038527355
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_theta__Oz,False,0.7258401370837483
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_theta__PO7,False,1.2197217819406323
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_theta__PO8,False,0.489560841581402
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_theta__Pz,False,0.2612102258583692
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_theta__C3,False,0.2412786347103264
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_theta__C4,False,0.5967757036019512
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_theta__Cz,False,0.2022587214454037
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_theta__Fz,False,0.397803487129235
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_theta__Oz,False,0.204421057318267
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_theta__PO7,True,2.830284335985465
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_theta__PO8,False,0.0954256862725016
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_theta__Pz,False,0.4044030445274441
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_alpha__C3,False,0.36035134902738
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_alpha__C4,False,0.614438413671173
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_alpha__Cz,False,0.5925759105229095
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_alpha__Fz,False,1.3020207607134129
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_alpha__Oz,True,2.142287422993438
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_alpha__PO7,False,0.6005051969931329
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_alpha__PO8,False,0.0308134336193059
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_alpha__Pz,False,0.4548236009934091
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_alpha__C3,False,2.05441013589645
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_alpha__C4,False,0.35977474034187
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_alpha__Cz,False,0.2108615019013881
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_alpha__Fz,True,3.0940569583178283
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_alpha__Oz,False,0.4476293136854994
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_alpha__PO7,False,0.4002151399597896
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_alpha__PO8,False,0.5724242314102785
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_alpha__Pz,True,3.392087625940228
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_beta__C3,True,3.7791982006891214
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_beta__C4,False,1.633564000618145
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_beta__Cz,False,0.2452488375102489
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_beta__Fz,False,0.7796773523948333
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_beta__Oz,False,0.9605191822553244
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_beta__PO7,True,2.1190258776949853
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_beta__PO8,False,1.6681454648301866
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_beta__Pz,False,0.9387880253514485
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_beta__C3,False,1.5011322239230722
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_beta__C4,False,0.931310983622691
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_beta__Cz,False,1.808113283948767
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_beta__Fz,True,2.8981277345211653
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_beta__Oz,False,1.0224288304517588
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_beta__PO7,False,0.1830633163736289
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_beta__PO8,False,1.561093136468108
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_beta__Pz,False,1.074188528692401
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_gamma__C3,False,0.7407811826768589
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_gamma__C4,False,0.6070771487968473
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_gamma__Cz,False,1.5397184738546417
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_gamma__Fz,False,1.2804000779009297
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_gamma__Oz,False,0.9078386478445464
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_gamma__PO7,False,0.013219776576494
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_gamma__PO8,False,1.505973479490474
individual,P19,valence,multimodal,knn,20,20,2,eeg_bp_gamma__Pz,True,3.716741552804115
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_gamma__C3,False,0.3343904244334866
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_gamma__C4,False,0.3321052305414436
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_gamma__Cz,True,3.9003008951201696
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_gamma__Fz,False,0.1056698434276487
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_gamma__Oz,False,0.0961405342479154
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_gamma__PO7,False,1.088854489135945
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_gamma__PO8,False,0.1872994369932451
individual,P19,valence,multimodal,knn,20,20,2,eeg_se_gamma__Pz,False,0.8360568545766305
individual,P19,valence,multimodal,knn,20,20,2,video_irisdo_norm_mean,False,1.91813498855771
individual,P19,valence,multimodal,knn,20,20,2,video_irisdo_norm_std,True,2.2981761449945584
individual,P19,valence,multimodal,knn,20,20,2,video_eso_norm_mean,False,1.4986382402935865
individual,P19,valence,multimodal,knn,20,20,2,video_eso_norm_std,True,3.751131288637765
individual,P19,valence,multimodal,knn,20,20,2,video_enso_norm_mean,False,0.8879874244846911
individual,P19,valence,multimodal,knn,20,20,2,video_enso_norm_std,True,3.768183683708912
individual,P19,valence,multimodal,knn,20,20,2,video_mnso_norm_mean,False,0.202559467018159
individual,P19,valence,multimodal,knn,20,20,2,video_mnso_norm_std,False,1.33871977028569
individual,P19,valence,multimodal,knn,20,20,2,video_mwo_norm_mean,False,1.3852812532608565
individual,P19,valence,multimodal,knn,20,20,2,video_mwo_norm_std,False,0.1447043242864938
individual,P19,valence,multimodal,knn,20,20,3,eeg_sd__C3,False,0.5619745674894091
individual,P19,valence,multimodal,knn,20,20,3,eeg_sd__C4,False,1.123273176539275
individual,P19,valence,multimodal,knn,20,20,3,eeg_sd__Cz,False,0.5843630278408818
individual,P19,valence,multimodal,knn,20,20,3,eeg_sd__Fz,False,0.3797390288971965
individual,P19,valence,multimodal,knn,20,20,3,eeg_sd__Oz,False,0.0149709748564827
individual,P19,valence,multimodal,knn,20,20,3,eeg_sd__PO7,False,1.2709332126965618
individual,P19,valence,multimodal,knn,20,20,3,eeg_sd__PO8,False,0.3257461200850385
individual,P19,valence,multimodal,knn,20,20,3,eeg_sd__Pz,False,0.400900129563483
individual,P19,valence,multimodal,knn,20,20,3,eeg_se__C3,False,0.4357321307943551
individual,P19,valence,multimodal,knn,20,20,3,eeg_se__C4,False,1.616214777457829
individual,P19,valence,multimodal,knn,20,20,3,eeg_se__Cz,False,0.1013567411476296
individual,P19,valence,multimodal,knn,20,20,3,eeg_se__Fz,False,0.4734142406596389
individual,P19,valence,multimodal,knn,20,20,3,eeg_se__Oz,False,0.4855498131746713
individual,P19,valence,multimodal,knn,20,20,3,eeg_se__PO7,False,0.1124496692206232
individual,P19,valence,multimodal,knn,20,20,3,eeg_se__PO8,False,0.9209536303391176
individual,P19,valence,multimodal,knn,20,20,3,eeg_se__Pz,False,0.30224963619274
individual,P19,valence,multimodal,knn,20,20,3,eeg_hm__C3,False,0.8813754856130714
individual,P19,valence,multimodal,knn,20,20,3,eeg_hm__C4,False,0.7712661715939831
individual,P19,valence,multimodal,knn,20,20,3,eeg_hm__Cz,False,1.661646608783686
individual,P19,valence,multimodal,knn,20,20,3,eeg_hm__Fz,False,0.4096934328849007
individual,P19,valence,multimodal,knn,20,20,3,eeg_hm__Oz,False,1.0909824897315672
individual,P19,valence,multimodal,knn,20,20,3,eeg_hm__PO7,False,0.4135546127799294
individual,P19,valence,multimodal,knn,20,20,3,eeg_hm__PO8,False,1.2172566806506884
individual,P19,valence,multimodal,knn,20,20,3,eeg_hm__Pz,False,0.8530767537527483
individual,P19,valence,multimodal,knn,20,20,3,eeg_hc__C3,True,2.38140186159319
individual,P19,valence,multimodal,knn,20,20,3,eeg_hc__C4,False,0.8332121540911877
individual,P19,valence,multimodal,knn,20,20,3,eeg_hc__Cz,False,0.6499604345182391
individual,P19,valence,multimodal,knn,20,20,3,eeg_hc__Fz,False,0.6539309831056441
individual,P19,valence,multimodal,knn,20,20,3,eeg_hc__Oz,False,1.315291621391015
individual,P19,valence,multimodal,knn,20,20,3,eeg_hc__PO7,False,0.4666348434740253
individual,P19,valence,multimodal,knn,20,20,3,eeg_hc__PO8,True,2.231641401588099
individual,P19,valence,multimodal,knn,20,20,3,eeg_hc__Pz,False,0.437525020900522
individual,P19,valence,multimodal,knn,20,20,3,eeg_mf_hz__C3,True,1.9607912384974
individual,P19,valence,multimodal,knn,20,20,3,eeg_mf_hz__C4,True,2.8666135063792373
individual,P19,valence,multimodal,knn,20,20,3,eeg_mf_hz__Cz,False,0.0840212718584616
individual,P19,valence,multimodal,knn,20,20,3,eeg_mf_hz__Fz,False,1.1543013818148424
individual,P19,valence,multimodal,knn,20,20,3,eeg_mf_hz__Oz,False,0.0608281356020666
individual,P19,valence,multimodal,knn,20,20,3,eeg_mf_hz__PO7,False,0.5942610179390179
individual,P19,valence,multimodal,knn,20,20,3,eeg_mf_hz__PO8,True,2.829192188286626
individual,P19,valence,multimodal,knn,20,20,3,eeg_mf_hz__Pz,False,0.3483552385173349
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_delta__C3,False,0.7236656932060178
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_delta__C4,False,1.2963819399939815
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_delta__Cz,False,0.5687904889824068
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_delta__Fz,False,1.1829375670208508
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_delta__Oz,False,0.4398123848896941
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_delta__PO7,False,1.240341857553006
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_delta__PO8,False,0.5139644028490596
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_delta__Pz,False,0.2350997004486445
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_delta__C3,True,1.941712812812402
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_delta__C4,False,0.9788683688215256
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_delta__Cz,False,0.7831724759042339
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_delta__Fz,False,0.1697919186099569
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_delta__Oz,True,2.064411216720888
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_delta__PO7,False,0.6262752906238246
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_delta__PO8,False,1.1268673396139934
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_delta__Pz,False,0.4118748540250401
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_theta__C3,True,3.1315856210048696
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_theta__C4,False,1.5314360113750076
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_theta__Cz,False,0.6207861741806341
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_theta__Fz,False,0.0772630817512044
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_theta__Oz,False,0.5406496458597485
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_theta__PO7,False,0.2800302706394534
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_theta__PO8,False,0.994760580093608
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_theta__Pz,False,0.1464156058186943
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_theta__C3,False,0.2188177441508399
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_theta__C4,False,1.6572488037787791
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_theta__Cz,False,0.2732062983478399
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_theta__Fz,False,0.2339091844335262
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_theta__Oz,False,0.8649262265234913
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_theta__PO7,False,1.1409118362674957
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_theta__PO8,False,0.0799436024035597
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_theta__Pz,False,0.1871794853224774
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_alpha__C3,False,0.0726005613674986
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_alpha__C4,False,0.8784233657297597
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_alpha__Cz,False,1.1118344927981647
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_alpha__Fz,True,2.540455581655913
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_alpha__Oz,False,0.8121042362620514
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_alpha__PO7,False,0.1153550758556475
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_alpha__PO8,False,0.668852636244844
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_alpha__Pz,False,1.8374555769657783
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_alpha__C3,False,1.2537204634762351
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_alpha__C4,True,2.014179786651641
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_alpha__Cz,False,0.1387534627383851
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_alpha__Fz,False,1.4757476953495186
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_alpha__Oz,False,0.1032521254369516
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_alpha__PO7,False,0.8290010192813596
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_alpha__PO8,False,1.673689801355106
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_alpha__Pz,True,4.980122760834994
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_beta__C3,True,3.0092265722165905
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_beta__C4,True,2.0276313127800853
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_beta__Cz,False,0.2339447963035945
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_beta__Fz,False,1.5846035445464546
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_beta__Oz,False,1.196964030983607
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_beta__PO7,True,2.3723436662281823
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_beta__PO8,True,2.886865214096596
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_beta__Pz,False,1.2277870277109957
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_beta__C3,True,2.2571482874097195
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_beta__C4,False,0.6024723488584339
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_beta__Cz,True,2.2926876225587347
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_beta__Fz,False,1.4947658332125229
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_beta__Oz,False,0.8550181674711035
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_beta__PO7,False,0.1901190965944523
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_beta__PO8,False,0.7564106525189329
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_beta__Pz,False,0.3147048820352635
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_gamma__C3,False,0.0929413965462733
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_gamma__C4,True,2.7508045928253555
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_gamma__Cz,False,0.3711052062037897
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_gamma__Fz,False,0.3218481377459466
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_gamma__Oz,False,0.795702452523872
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_gamma__PO7,False,0.4474736631715151
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_gamma__PO8,False,1.5279162640344135
individual,P19,valence,multimodal,knn,20,20,3,eeg_bp_gamma__Pz,False,1.6885726134300776
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_gamma__C3,False,1.0894028164130478
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_gamma__C4,False,0.7207192059717256
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_gamma__Cz,True,2.519195972207445
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_gamma__Fz,False,0.03144519917253
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_gamma__Oz,False,0.7288914843639008
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_gamma__PO7,False,0.1498769862604804
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_gamma__PO8,False,0.7823870144335436
individual,P19,valence,multimodal,knn,20,20,3,eeg_se_gamma__Pz,False,0.4377545974282983
individual,P19,valence,multimodal,knn,20,20,3,video_irisdo_norm_mean,True,1.9194713413353668
individual,P19,valence,multimodal,knn,20,20,3,video_irisdo_norm_std,False,1.3304515729280364
individual,P19,valence,multimodal,knn,20,20,3,video_eso_norm_mean,False,0.9937940656292474
individual,P19,valence,multimodal,knn,20,20,3,video_eso_norm_std,False,1.1897038663542991
individual,P19,valence,multimodal,knn,20,20,3,video_enso_norm_mean,False,0.5637576821155873
individual,P19,valence,multimodal,knn,20,20,3,video_enso_norm_std,False,1.2959814502323856
individual,P19,valence,multimodal,knn,20,20,3,video_mnso_norm_mean,False,0.3157786167129027
individual,P19,valence,multimodal,knn,20,20,3,video_mnso_norm_std,False,0.9363511280836896
individual,P19,valence,multimodal,knn,20,20,3,video_mwo_norm_mean,False,0.7736175263659113
individual,P19,valence,multimodal,knn,20,20,3,video_mwo_norm_std,False,0.1797670754909007
individual,P19,valence,multimodal,knn,20,20,4,eeg_sd__C3,False,0.2777030009445567
individual,P19,valence,multimodal,knn,20,20,4,eeg_sd__C4,False,0.4424633169130181
individual,P19,valence,multimodal,knn,20,20,4,eeg_sd__Cz,False,2.4127643234477123
individual,P19,valence,multimodal,knn,20,20,4,eeg_sd__Fz,False,1.834582111410032
individual,P19,valence,multimodal,knn,20,20,4,eeg_sd__Oz,False,1.2363378256184832
individual,P19,valence,multimodal,knn,20,20,4,eeg_sd__PO7,False,0.1284928405224513
individual,P19,valence,multimodal,knn,20,20,4,eeg_sd__PO8,False,0.4235161823976838
individual,P19,valence,multimodal,knn,20,20,4,eeg_sd__Pz,False,0.1257376498657976
individual,P19,valence,multimodal,knn,20,20,4,eeg_se__C3,False,1.3925367620446971
individual,P19,valence,multimodal,knn,20,20,4,eeg_se__C4,False,1.319002930575746
individual,P19,valence,multimodal,knn,20,20,4,eeg_se__Cz,False,1.6480928969615734
individual,P19,valence,multimodal,knn,20,20,4,eeg_se__Fz,False,2.3912801187224013
individual,P19,valence,multimodal,knn,20,20,4,eeg_se__Oz,False,0.4596013691015527
individual,P19,valence,multimodal,knn,20,20,4,eeg_se__PO7,False,0.0204737482438054
individual,P19,valence,multimodal,knn,20,20,4,eeg_se__PO8,True,2.546034472284405
individual,P19,valence,multimodal,knn,20,20,4,eeg_se__Pz,False,0.5709645635993932
individual,P19,valence,multimodal,knn,20,20,4,eeg_hm__C3,True,3.080805030878405
individual,P19,valence,multimodal,knn,20,20,4,eeg_hm__C4,False,0.7875782320691022
individual,P19,valence,multimodal,knn,20,20,4,eeg_hm__Cz,True,4.022234242834513
individual,P19,valence,multimodal,knn,20,20,4,eeg_hm__Fz,False,1.3359346001790098
individual,P19,valence,multimodal,knn,20,20,4,eeg_hm__Oz,False,2.0175309266981496
individual,P19,valence,multimodal,knn,20,20,4,eeg_hm__PO7,False,0.9446364557046932
individual,P19,valence,multimodal,knn,20,20,4,eeg_hm__PO8,True,2.697152091423965
individual,P19,valence,multimodal,knn,20,20,4,eeg_hm__Pz,False,0.3348026976049275
individual,P19,valence,multimodal,knn,20,20,4,eeg_hc__C3,True,2.6266556951785267
individual,P19,valence,multimodal,knn,20,20,4,eeg_hc__C4,False,0.7992616011481394
individual,P19,valence,multimodal,knn,20,20,4,eeg_hc__Cz,False,1.541254525648231
individual,P19,valence,multimodal,knn,20,20,4,eeg_hc__Fz,False,1.6706781433967248
individual,P19,valence,multimodal,knn,20,20,4,eeg_hc__Oz,False,1.56869623743574
individual,P19,valence,multimodal,knn,20,20,4,eeg_hc__PO7,False,1.09882795566102
individual,P19,valence,multimodal,knn,20,20,4,eeg_hc__PO8,True,3.79453533282214
individual,P19,valence,multimodal,knn,20,20,4,eeg_hc__Pz,False,0.0477383064996187
individual,P19,valence,multimodal,knn,20,20,4,eeg_mf_hz__C3,True,3.165644856457777
individual,P19,valence,multimodal,knn,20,20,4,eeg_mf_hz__C4,True,2.6411605771260565
individual,P19,valence,multimodal,knn,20,20,4,eeg_mf_hz__Cz,False,0.4305330806202357
individual,P19,valence,multimodal,knn,20,20,4,eeg_mf_hz__Fz,False,1.2200804126147764
individual,P19,valence,multimodal,knn,20,20,4,eeg_mf_hz__Oz,False,0.171288178162737
individual,P19,valence,multimodal,knn,20,20,4,eeg_mf_hz__PO7,False,0.4508048299301946
individual,P19,valence,multimodal,knn,20,20,4,eeg_mf_hz__PO8,False,2.280923661046858
individual,P19,valence,multimodal,knn,20,20,4,eeg_mf_hz__Pz,False,0.3743436374446155
individual,P19,valence,multimodal,knn,20,20,4,eeg_bp_delta__C3,False,0.9128839712842708
individual,P19,valence,multimodal,knn,20,20,4,eeg_bp_delta__C4,False,0.4041664256550577
individual,P19,valence,multimodal,knn,20,20,4,eeg_bp_delta__Cz,True,2.466144672279711
individual,P19,valence,multimodal,knn,20,20,4,eeg_bp_delta__Fz,False,2.457333239908333
individual,P19,valence,multimodal,knn,20,20,4,eeg_bp_delta__Oz,False,1.5305029393591294
