mode,participant,held_out_participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,feature,selected,feature_score
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_delta__C3,True,2.7924745008061462
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_delta__C4,False,1.511922192688538
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_delta__Cz,False,0.20652116706112061
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_delta__Fz,False,0.15751373741258418
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_delta__Oz,False,1.2242396895287806
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_delta__PO7,False,0.04077872112709666
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_delta__PO8,False,0.025575228669090826
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_delta__Pz,False,1.7575368395757587
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_delta__C3,False,0.4120080627335779
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_delta__C4,False,1.3047760683830145
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_delta__Cz,True,4.856142008284359
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_delta__Fz,False,0.6387366315354724
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_delta__Oz,False,0.07580492345714589
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_delta__PO7,False,0.49732559989035385
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_delta__PO8,False,0.24600933476166126
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_delta__Pz,False,0.08309658932217595
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_theta__C3,True,2.6736899920002486
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_theta__C4,False,1.4595634356661977
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_theta__Cz,False,0.08230534439125836
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_theta__Fz,False,0.8136646644873554
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_theta__Oz,True,2.1024420348730044
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_theta__PO7,False,1.5476578107756986
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_theta__PO8,False,0.17472060997700212
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_theta__Pz,False,0.5535914294014309
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_theta__C3,False,0.057454970599718144
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_theta__C4,False,0.08099887063362089
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_theta__Cz,True,2.1703921052796007
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_theta__Fz,False,0.1313475758012785
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_theta__Oz,True,4.045704654224449
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_theta__PO7,False,0.8803246544085734
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_theta__PO8,False,0.5306011772113094
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_theta__Pz,False,0.00013486746508201125
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_alpha__C3,False,1.4061232285688117
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_alpha__C4,False,0.41503062504348864
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_alpha__Cz,False,1.6598587315751825
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_alpha__Fz,False,0.028522217669431853
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_alpha__Oz,False,1.4680444310501237
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_alpha__PO7,False,0.13632268989900784
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_alpha__PO8,False,0.6516603028745305
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_alpha__Pz,False,0.42688017778703624
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_alpha__C3,True,4.465603980350773
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_alpha__C4,False,0.35551435915195617
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_alpha__Cz,False,0.7333737544253093
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_alpha__Fz,False,0.08392366383678307
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_alpha__Oz,False,0.4478830713313066
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_alpha__PO7,False,0.9801125775991442
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_alpha__PO8,False,0.3442354049361726
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_alpha__Pz,True,1.931361892511459
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_beta__C3,True,2.354706233365545
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_beta__C4,False,0.5539636023226374
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_beta__Cz,False,0.5587308665019309
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_beta__Fz,False,0.029921894628406165
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_beta__Oz,False,0.005975229594591269
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_beta__PO7,False,0.18997576543603303
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_beta__PO8,False,0.0602272811364284
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_beta__Pz,False,0.022745432297298918
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_beta__C3,True,3.30591971518833
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_beta__C4,False,0.30456363078001825
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_beta__Cz,False,0.005449520193340183
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_beta__Fz,False,0.019393507949755383
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_beta__Oz,False,0.790831933810911
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_beta__PO7,False,0.4518117858541714
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_beta__PO8,False,0.5069582513077295
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_beta__Pz,False,0.6248354517392957
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_gamma__C3,False,0.4342640344844696
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_gamma__C4,False,0.030530359672418714
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_gamma__Cz,False,0.1446905886516775
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_gamma__Fz,False,0.2632667234047717
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_gamma__Oz,False,0.03192299872887292
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_gamma__PO7,False,0.4863674792535697
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_gamma__PO8,False,0.023882151581456287
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_bp_gamma__Pz,False,0.4857842810671299
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_gamma__C3,False,0.06161122421664019
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_gamma__C4,False,0.04906103729690239
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_gamma__Cz,False,0.4521006192500796
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_gamma__Fz,False,0.005893650245620545
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_gamma__Oz,False,0.15073535016029063
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_gamma__PO7,False,1.1764879945282816
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_gamma__PO8,False,0.09785410997930674
individual,P10,P10,valence,eeg,knn,20,20,5,eeg_se_gamma__Pz,False,0.5176278519087566
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_sd__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_sd__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_sd__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_sd__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_sd__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_sd__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_sd__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_sd__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hm__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hm__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hm__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hm__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hm__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hm__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hm__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hm__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hc__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hc__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hc__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hc__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hc__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hc__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hc__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_hc__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_mf_hz__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_mf_hz__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_mf_hz__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_mf_hz__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_mf_hz__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_mf_hz__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_mf_hz__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_mf_hz__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_delta__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_delta__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_delta__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_delta__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_delta__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_delta__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_delta__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_delta__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_delta__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_delta__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_delta__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_delta__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_delta__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_delta__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_delta__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_delta__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_theta__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_theta__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_theta__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_theta__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_theta__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_theta__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_theta__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_theta__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_theta__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_theta__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_theta__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_theta__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_theta__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_theta__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_theta__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_theta__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_alpha__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_alpha__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_alpha__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_alpha__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_alpha__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_alpha__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_alpha__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_alpha__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_alpha__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_alpha__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_alpha__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_alpha__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_alpha__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_alpha__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_alpha__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_alpha__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_beta__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_beta__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_beta__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_beta__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_beta__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_beta__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_beta__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_beta__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_beta__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_beta__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_beta__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_beta__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_beta__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_beta__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_beta__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_beta__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_gamma__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_gamma__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_gamma__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_gamma__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_gamma__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_gamma__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_gamma__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_bp_gamma__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_gamma__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_gamma__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_gamma__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_gamma__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_gamma__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_gamma__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_gamma__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,1,eeg_se_gamma__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_sd__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_sd__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_sd__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_sd__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_sd__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_sd__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_sd__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_sd__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hm__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hm__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hm__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hm__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hm__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hm__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hm__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hm__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hc__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hc__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hc__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hc__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hc__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hc__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hc__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_hc__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_mf_hz__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_mf_hz__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_mf_hz__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_mf_hz__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_mf_hz__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_mf_hz__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_mf_hz__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_mf_hz__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_delta__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_delta__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_delta__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_delta__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_delta__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_delta__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_delta__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_delta__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_delta__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_delta__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_delta__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_delta__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_delta__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_delta__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_delta__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_delta__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_theta__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_theta__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_theta__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_theta__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_theta__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_theta__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_theta__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_theta__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_theta__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_theta__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_theta__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_theta__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_theta__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_theta__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_theta__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_theta__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_alpha__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_alpha__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_alpha__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_alpha__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_alpha__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_alpha__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_alpha__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_alpha__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_alpha__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_alpha__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_alpha__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_alpha__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_alpha__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_alpha__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_alpha__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_alpha__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_beta__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_beta__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_beta__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_beta__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_beta__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_beta__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_beta__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_beta__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_beta__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_beta__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_beta__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_beta__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_beta__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_beta__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_beta__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_beta__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_gamma__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_gamma__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_gamma__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_gamma__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_gamma__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_gamma__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_gamma__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_bp_gamma__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_gamma__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_gamma__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_gamma__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_gamma__Fz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_gamma__Oz,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_gamma__PO7,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_gamma__PO8,True,
individual,P10,P10,valence,eeg,svm,all,all,2,eeg_se_gamma__Pz,True,
individual,P10,P10,valence,eeg,svm,all,all,3,eeg_sd__C3,True,
individual,P10,P10,valence,eeg,svm,all,all,3,eeg_sd__C4,True,
individual,P10,P10,valence,eeg,svm,all,all,3,eeg_sd__Cz,True,
individual,P10,P10,valence,eeg,svm,all,all,3,eeg_sd__Fz,True,
