eeg_sd__C3,eeg_sd__C4,eeg_sd__Cz,eeg_sd__Fz,eeg_sd__Oz,eeg_sd__PO7,eeg_sd__PO8,eeg_sd__Pz,eeg_se__C3,eeg_se__C4,eeg_se__Cz,eeg_se__Fz,eeg_se__Oz,eeg_se__PO7,eeg_se__PO8,eeg_se__Pz,eeg_hm__C3,eeg_hm__C4,eeg_hm__Cz,eeg_hm__Fz,eeg_hm__Oz,eeg_hm__PO7,eeg_hm__PO8,eeg_hm__Pz,eeg_hc__C3,eeg_hc__C4,eeg_hc__Cz,eeg_hc__Fz,eeg_hc__Oz,eeg_hc__PO7,eeg_hc__PO8,eeg_hc__Pz,eeg_mf_hz__C3,eeg_mf_hz__C4,eeg_mf_hz__Cz,eeg_mf_hz__Fz,eeg_mf_hz__Oz,eeg_mf_hz__PO7,eeg_mf_hz__PO8,eeg_mf_hz__Pz,eeg_bp_delta__C3,eeg_bp_delta__C4,eeg_bp_delta__Cz,eeg_bp_delta__Fz,eeg_bp_delta__Oz,eeg_bp_delta__PO7,eeg_bp_delta__PO8,eeg_bp_delta__Pz,eeg_se_delta__C3,eeg_se_delta__C4,eeg_se_delta__Cz,eeg_se_delta__Fz,eeg_se_delta__Oz,eeg_se_delta__PO7,eeg_se_delta__PO8,eeg_se_delta__Pz,eeg_bp_theta__C3,eeg_bp_theta__C4,eeg_bp_theta__Cz,eeg_bp_theta__Fz,eeg_bp_theta__Oz,eeg_bp_theta__PO7,eeg_bp_theta__PO8,eeg_bp_theta__Pz,eeg_se_theta__C3,eeg_se_theta__C4,eeg_se_theta__Cz,eeg_se_theta__Fz,eeg_se_theta__Oz,eeg_se_theta__PO7,eeg_se_theta__PO8,eeg_se_theta__Pz,eeg_bp_alpha__C3,eeg_bp_alpha__C4,eeg_bp_alpha__Cz,eeg_bp_alpha__Fz,eeg_bp_alpha__Oz,eeg_bp_alpha__PO7,eeg_bp_alpha__PO8,eeg_bp_alpha__Pz,eeg_se_alpha__C3,eeg_se_alpha__C4,eeg_se_alpha__Cz,eeg_se_alpha__Fz,eeg_se_alpha__Oz,eeg_se_alpha__PO7,eeg_se_alpha__PO8,eeg_se_alpha__Pz,eeg_bp_beta__C3,eeg_bp_beta__C4,eeg_bp_beta__Cz,eeg_bp_beta__Fz,eeg_bp_beta__Oz,eeg_bp_beta__PO7,eeg_bp_beta__PO8,eeg_bp_beta__Pz,eeg_se_beta__C3,eeg_se_beta__C4,eeg_se_beta__Cz,eeg_se_beta__Fz,eeg_se_beta__Oz,eeg_se_beta__PO7,eeg_se_beta__PO8,eeg_se_beta__Pz,eeg_bp_gamma__C3,eeg_bp_gamma__C4,eeg_bp_gamma__Cz,eeg_bp_gamma__Fz,eeg_bp_gamma__Oz,eeg_bp_gamma__PO7,eeg_bp_gamma__PO8,eeg_bp_gamma__Pz,eeg_se_gamma__C3,eeg_se_gamma__C4,eeg_se_gamma__Cz,eeg_se_gamma__Fz,eeg_se_gamma__Oz,eeg_se_gamma__PO7,eeg_se_gamma__PO8,eeg_se_gamma__Pz,video_irisdo_norm_mean,video_irisdo_norm_std,video_eso_norm_mean,video_eso_norm_std,video_enso_norm_mean,video_enso_norm_std,video_mnso_norm_mean,video_mnso_norm_std,video_mwo_norm_mean,video_mwo_norm_std
3.6009432980736245,4.386205869368224,4.838540122800623,11.834901914319804,6.841392838338445,6.537508893741903,7.649462502440142,3.823077758444641,4.387613209921228,4.478881587797137,4.16942939149258,3.268109059922878,3.833720410619732,3.363195649549142,3.7964506926222654,4.453813966631353,0.3139305732422237,0.2853968709569342,0.2522252148834586,0.1702956456101962,0.2025702012198431,0.1920426102860692,0.21668516569718,0.2523927728999384,1.927389266342053,1.89999870550114,2.349108892109796,3.1434232466705403,2.772295896750131,2.783798754436904,2.709776931784403,2.178210388184366,8.0,8.0,6.0,3.0,4.0,3.0,4.0,9.0,4.2405198892143,5.352463050468493,6.913559548099248,62.20088851350907,18.129958340066004,24.052939979828597,23.91360302892466,2.330834413233565,1.850171893399928,1.7172204278551946,1.900522926010476,1.6686904349330325,1.988457670393081,1.7576934347688578,1.7919540807301653,1.82014230335149,3.115474826742405,2.97718081863362,5.976766371090518,16.235534270979077,13.079126601953996,4.755179691328465,9.118456099122431,1.7854057566379526,2.2080304452468247,2.247220834004612,2.2833904342935485,2.2741064637602357,2.1165689469310465,2.2156937786845057,2.262664123397028,2.25003088981806,2.4276260437274715,2.7624368783321644,2.278028195169044,7.356823650576154,3.6792342579295623,2.763381774730836,6.031395140782198,2.6517174297104096,2.0454379676365546,2.26898414318037,2.1210955073058164,1.918422930119347,2.1858508628759954,2.2722268121469518,2.1430647065486803,2.109634070329391,3.227027474633938,5.715616179119584,3.4228409776329047,8.782177488175746,4.338658068827248,4.35414799806043,5.481899478204723,2.434358101238137,4.007003178278016,3.9346232998838975,3.921351404440786,3.818292701086717,4.031789847500256,3.8202524575049903,3.794049298403223,3.7306086792580286,0.3404625592733783,0.314521587625254,0.3332266474801874,0.7805806901123222,0.4748413079397995,0.2419061050661915,0.7782618471967415,0.3184953551260297,2.753526110261427,2.914714578313905,2.9358063921553894,3.3612931874962984,3.2815881919073453,3.300889158496917,3.335549141259204,3.17741732820972,0.0601844758395046,0.0299376533788967,0.709128675038547,0.0175511674644163,0.4868889383543786,0.0330780084622225,0.1715409281744569,0.0065174433075798,0.5763963345770314,0.018038371099715
3.685474259000116,3.6613906048383424,3.569670647812315,9.114787819363976,5.771834591671913,5.731747382942394,4.50431510334727,4.28309898994876,4.621908110834367,4.511767970669765,4.609025562103006,4.056661177616437,4.135227674310327,4.090415054912853,4.62173674349365,3.9913847824306536,0.3683187474830054,0.3341587488312457,0.3692932201997977,0.2095476629216522,0.2282863072802845,0.2226270846905102,0.3172647328742217,0.2262954251273041,1.5844964905837209,1.85791186346673,1.6446009890939772,2.713242142725705,2.382002800922646,2.250818664346286,1.8269003960290604,2.2784519346972685,10.0,7.0,10.0,5.0,6.0,6.0,10.0,5.0,3.8700866345280094,3.019674839225977,2.8441911444896,19.680576309409904,4.7544476163478535,8.484259988070797,3.694173356236608,5.980260896356691,1.9227514746254493,1.835303691369249,1.958089896240975,1.7765818962374027,1.8767236267901923,1.9350958504300544,1.8438002624743943,1.9344771047628195,2.69872751105186,4.241115794427052,1.4153120313665686,12.785011242795804,10.829264007521637,10.1962909734531,3.49151556862419,4.183084065734285,1.854939006446888,2.043791511640926,2.019519068199148,2.143858863534718,2.176903564475435,2.210799209144401,2.12827845347706,2.1037993881969514,1.934140192274276,2.311985891077487,4.485847323632758,5.567451728008183,5.362900164948192,6.3861233970104125,5.236060652127987,2.527627367281986,2.074271000641315,2.269213502497861,2.179626126876636,2.1267297421942173,2.1911051265720918,2.131545041493812,2.2643629518756963,2.0339724448741774,5.47736549046155,4.044047576682331,4.307103021710287,7.880606100903344,3.045777317182084,3.380645772643404,5.243043553465156,2.220383443503461,4.014111724805485,4.014697812536123,4.1029436131989545,4.025912023064,4.035971270473138,3.865447308616375,3.892945256267954,3.788167238599876,0.4003177458196191,0.3357309276306497,0.4268088164040807,0.906569630930402,0.519072285921996,0.2748918939928387,0.6888250767381068,0.1758658216178498,3.0339030249682675,3.1003987613628894,2.6628874467325425,2.730681203313859,3.0501425183069664,3.274165164126964,3.029814053079886,2.7823457130813805,0.0630722775451109,0.0301647724783106,0.7065655972242763,0.0139440635548948,0.4836846412399042,0.0296665113019908,0.1746900598267628,0.0054936626757232,0.5680995614469176,0.017768985782219
3.4089476587861154,3.1387632527693627,4.900447714376267,9.00872847584421,5.393777764979882,5.741414144355163,6.422268434202202,3.223495539453435,4.45553689434151,4.465616423416989,3.862106867905269,3.573958783062539,3.4090425070575834,3.8312361133584014,3.6776267690782993,3.913542715997143,0.3558690240902005,0.3479701101647651,0.3093323297119947,0.2464937244424047,0.2417371267351362,0.2247890679503729,0.2257241299406152,0.277518158069069,1.710634673176616,1.725567278507755,2.0326874802229176,2.3564377175916498,2.4669315964811918,2.507675719218968,2.538728158509702,1.998390747713976,7.0,8.0,5.0,3.0,3.0,4.0,3.0,6.0,4.230159414222444,3.143818706832849,9.70429589364707,36.81614998065301,16.685117843617334,12.250607773622995,21.292817857175432,3.708925947034566,1.9442494134339217,1.805140328762524,1.769630454867796,1.6790207230977807,1.591838163273945,1.6427729906858826,1.8458479264363292,1.6852093657793783,2.4508766155969743,1.1353342829339628,6.463324035106385,22.55230843137553,6.958404630907548,6.828970419240684,8.838386939502659,4.712166557589702,2.135678549587921,2.173210662767448,2.1792233399034173,2.019689884393892,1.9541780541317728,2.1393029445727523,2.1869383039836574,2.2805717458175696,1.8213645161213337,1.513632827855926,1.2577243075558064,3.406930058705477,1.1068670737435284,2.2699696664532865,3.2931432373812046,1.395361763224867,2.276339288697801,1.8654524038997728,2.146969590462122,2.164304038236639,2.2732386766182464,2.2235891407424293,2.105071852396577,1.6697947478696678,3.602183615419752,2.6709340307524445,3.487310426816411,8.489796876101943,2.898007515473476,3.5624909700495992,4.279385345039996,1.7663891916013033,3.9368938718049256,4.033295821357319,3.708928403580847,3.823030285711288,3.963399453783025,4.030298728732611,3.775875381681768,3.764256293408217,0.2112743770383396,0.256608297858113,0.4631225434175754,0.9697735670772282,0.3929797080190393,0.4290224577832311,0.5382707060337457,0.1019583420537592,2.8720367430499407,2.971563151588375,2.2431423740913905,3.225508976345198,3.11474690558659,3.2693461104175388,3.277731348338913,3.061220937922363,0.0850510244636332,0.0113925176808699,0.7135781928211167,0.004057663039827,0.5021934190084089,0.0073872722198098,0.1767292328936248,0.001852658512498,0.5729289948193009,0.0112813055182443
4.620840039059557,4.250526324925122,5.121718623888212,11.071420057271853,6.522354590731225,6.650662287530788,6.165032350968827,4.445688158484384,4.242589991994123,4.357709509424518,4.181429140213403,3.655311515305909,3.7235540830894776,3.719301454510262,3.960569422510286,3.87081679556135,0.3298580963183197,0.2790142636319285,0.3441397915214984,0.2219000983313088,0.2039180518498692,0.2108709359415272,0.2580410823041424,0.2009357384843739,1.7381936918154384,2.01374653391422,1.7543923845432148,2.6539065262301973,2.750541007459579,2.603978389487746,2.1290820400607493,2.7427306713778004,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,7.630980443036728,5.551785011360263,9.752237783074946,47.35701630981288,15.955926984958234,20.39971291879303,16.86742066549096,7.145497983937754,1.6625608268338226,1.919071824801209,1.7821630250002567,1.7809408131810485,1.827261287515321,1.886376511180196,1.835974911159404,1.9002681219215751,4.307971416852455,2.8382013828728634,4.166227644404789,26.75072162190296,9.177742507448857,9.776236882599314,6.854689928182179,3.912889183685176,2.061759420783524,2.054187686502606,2.2491934043551853,2.147641235700881,2.1725740373363767,2.220051746415834,2.2374978225151136,2.206564676451477,1.3469136816841425,1.4218686949590449,1.4528720167382885,2.868900618253177,2.6865135385241588,2.4903913169458325,3.2231405578131973,1.2682333277769342,2.14783556795036,2.1983516025216345,2.156860112681179,2.1708329011990437,2.245750326988539,2.231324879170682,1.943855509732,2.11044454369788,5.912648473160223,4.607396850819981,7.622947758553843,12.238585371589126,3.220290584837486,4.4660958097311765,6.705006059941908,1.7507149029538704,3.992325212652854,3.94822511989712,3.763265059368929,3.920832996573531,4.0520323194263135,3.997760427066343,4.012409856564832,4.07569098880959,0.2821647567687446,0.2018529323399911,0.3423478217967981,0.8692282829698279,0.468364040308401,0.284197547222165,0.2779987060852279,0.1920968138850329,3.119999539431187,3.070680767141958,2.2692630717531683,2.950775813208196,3.01736889589732,3.0484085409523303,3.2614898294871626,2.9767869455327083,0.0630049254436149,0.0301660034668417,0.7075077668046467,0.0129265821786056,0.4868094353281572,0.0325739738300672,0.1728908441129171,0.0031684802809272,0.572750557214013,0.0211600530328355
4.913598815533977,3.968260304092751,3.874102758796174,7.711921563302777,4.609148301029225,4.536293081383623,4.860975297090112,4.366145905087092,3.660687506185962,4.447305301747183,4.593318505727986,3.86052453059652,4.119435353408386,4.235810672562938,3.761948895666346,3.888440225273843,0.2827165897982798,0.3150569405240725,0.3841281550121924,0.2891696387086146,0.2831287027308399,0.2703722036466752,0.2679162360655094,0.2264315219594357,2.05889028300587,1.7953285535042325,1.6133743904708544,2.123320696623817,2.050815589134219,2.1129815813487385,2.2563053782950493,2.379114471415174,3.0,8.0,9.0,4.0,5.0,5.0,3.0,4.0,15.265781234645017,4.619695574837643,3.6303372122662183,38.46899391243595,8.81645516397186,7.0765324500500535,13.667406474694786,10.721988221668669,1.772651510277402,1.7010881146144046,1.8740290252600136,1.928337565319133,1.958776523352824,1.8894192124369305,1.8439368989631248,1.981464467495621,1.7092612492322818,1.8302832668139168,2.7691590392529104,11.785393423046084,5.6499549422011,5.683910174850896,2.9181516090635373,4.571551770731294,1.905195022924544,2.2373267663159,2.148348568680065,1.9614735194893207,2.067929670811582,2.033352108710453,2.147242742969856,2.133099228903151,1.284036547559403,2.6452107405431584,2.067978161500508,3.484826059698328,3.058046206689114,2.6475965880049888,1.639993763077555,3.512780116151259,2.258026809389168,2.2689454492020147,2.262467903648827,2.2808680092890468,2.259127872069844,2.3004792345249374,2.1221980735089243,2.180513869455176,5.864122832162693,4.612335996762599,5.157921876629048,14.278204441035603,3.7156277069074064,4.18267142582867,4.1033812249898975,2.3304610571460387,3.931840401073017,4.000689187029334,3.895626437140924,3.993519539724269,3.9913769293817616,3.960918709099751,4.043566885290415,4.040589415584596,0.2403040872167288,0.2938712826463573,0.3110323772875322,0.674224013307712,0.2972246833957558,0.330329289517596,0.3440229254362947,0.184235680574115,3.20055084396292,3.119992367357233,2.8684081836509305,2.8336508427611404,2.774135500668564,3.114777466917793,2.789627990155119,3.0083257206773397,0.0617265633446913,0.0223097343375723,0.7078043128868892,0.0095174326564049,0.4907567277554218,0.0198497785406973,0.1726068989028814,0.0051752925790506,0.5662580322881836,0.0098912529453833
4.21781087734284,3.847107355056272,3.900017994971301,7.408839407668509,4.926629655308064,4.599225987172154,4.650441184871602,3.875353193657588,3.7743758601536426,4.554076874225776,4.591308490679473,4.000438829363104,3.877089375628756,4.2342932011273495,4.126949656326235,3.972875536526269,0.2815528521333375,0.3303680717821306,0.3433225331551423,0.2522392045751527,0.2522466602322114,0.2688580293158785,0.2741422668066928,0.2461572047111378,2.0208791596540823,1.801238444027474,1.7614749528250917,2.2477494115898216,2.1991889896992616,2.0171601190202346,2.0751811308081005,2.1462424602628984,5.0,7.0,7.0,5.0,5.0,6.0,5.0,5.0,7.191168708117022,3.393846946261601,4.216850930644782,26.51357926882861,7.597199698350338,4.328024079403743,7.442067855454786,6.305807418347261,1.4488427658958685,1.8273774128714693,1.9726846695367857,1.978501589527868,1.539824574514871,1.952372995198714,1.6481788614263606,1.8257016517771925,4.764545120662604,3.8848528850589057,3.8710150917550337,16.623795786826793,9.37674016897918,9.128526086056224,4.371795275740608,5.3852083141623,1.6928552983125529,2.1894369616886804,2.208885920388638,1.9904362309188937,2.05991547130772,2.0385593393174366,2.138978469149808,2.026338389470376,1.3356445257661975,1.5908228075489956,2.3647701124001284,3.554549181148688,2.26437581000682,1.919805271167516,1.888341312019432,1.5667023387798706,2.2103509122415246,2.103726274152682,2.288010226854138,2.253828690337752,2.201740422564489,2.2690670626692864,2.236833889566756,1.9117716096141264,3.108154358921579,4.372852294048437,4.662627711969489,10.528976734734837,3.3485340906480667,4.5432033098582005,3.838148551836906,2.64269927351197,4.108158048508979,3.994973041407511,3.9186076461069,4.040422601583783,3.9522954751870527,3.879769255216907,3.939543228375392,3.9811944086938538,0.2357162463661247,0.2992384840838243,0.4290175670487477,0.694569477868252,0.3699973164784272,0.3957547712668097,0.334923067473195,0.1625947039734372,2.489774597388469,2.9888179797920653,2.866057294597109,3.128052372140231,3.238596300141205,3.118288524533068,3.079238849334648,3.1541851877929337,0.0677913724875774,0.0175649127306964,0.7110248029329631,0.0090215621028509,0.4916209700978057,0.0192090602644211,0.1758764145015313,0.0030239415440733,0.5732388577473083,0.0128406462328227
3.024678497671725,3.8488026577845806,3.740018187728424,7.525663841338827,4.129105811699214,5.372184576338976,4.50453816607077,4.444010150220408,4.742718576814257,4.0174937556209525,4.073269562396289,4.403330841866127,4.488113170656938,4.376370995882806,4.223177353091572,3.761903147237281,0.3856174262961305,0.2684678126052496,0.2731843877445584,0.3462767493876507,0.3288579069599674,0.2793468533441551,0.307446825126835,0.2063024368424597,1.552885796326363,2.1582003422919125,2.1179157054336537,1.7748220997947892,1.896911060062108,1.9908070316009747,2.0194177094397263,2.612880438621246,9.0,5.0,6.0,6.0,6.0,7.0,6.0,3.0,1.2985158135406345,6.74703743097956,5.548302338548867,20.33062456428802,4.754690677700772,9.798550190752676,8.32875515620728,11.22828234614876,1.9729184063873972,1.9901138028376373,1.5603340436579312,1.9628126082375843,1.945062381954727,1.8990734418528008,1.6612121372584463,1.8348316335875003,2.256230017960722,4.042111417820608,3.962221671149806,12.855970144631536,5.9836752452864825,7.794507199142029,4.3499165183923605,4.472430552239389,2.237056508383016,1.926659026334024,1.947359269137168,1.8900065357206743,2.1698570552202905,2.0412402685321496,2.1319997496355603,2.303316284496383,1.5669334931991068,1.056335464236716,1.1525414617738474,2.1443676030278227,1.273867109354642,3.2985377779451426,2.245954121841657,2.636394606741024,1.9932595770102188,2.10301524493373,2.239381120091245,2.2492760509675462,2.243558418118716,2.249472089909213,2.1701759420617237,2.287425196842647,3.122757926674846,2.995727732023275,3.4295060225164877,21.97586201652372,4.782801468580745,8.373358428530981,5.193123210123774,2.3183011339976254,4.067363079049881,3.805285868300001,3.9333859912249385,3.9438098555282095,4.163023526754447,4.027879233680951,3.8244035077842384,3.849480799602169,0.2298044659518595,0.1923607837518796,0.2339506348716222,1.6666521675851536,0.577229816235512,0.3461768291749511,0.7206788281360159,0.1695331359325219,3.1071918165157064,3.206025463261706,3.128403004069768,2.4180468750350705,3.083592878939372,3.272592464221433,2.7527521764599325,2.7734927373597054,0.0504327206506948,0.0281725175897466,0.6954321775513671,0.0140385731435921,0.464605205560175,0.0341740565969518,0.1645169054625402,0.0073921046625267,0.5697307078723041,0.0141120557729987
3.606016738164526,3.6545901083079344,4.58026066607466,8.643471104000222,5.335392526749163,5.495914831987848,4.925569070282507,4.340877876033289,4.528493548692034,3.898579442830895,4.352657533528008,3.262767130323834,3.400126779013043,3.474719560707574,3.8336674425365183,3.6424760628522415,0.3522321722986604,0.2956438128075858,0.3428303172000899,0.2345138583376315,0.2168648509246103,0.2315461893059314,0.2657396605848179,0.2374804413003859,1.7033880103718857,2.045946376569333,1.8223400227150288,2.541216936759275,2.6761441157811308,2.5368218350567817,2.1482069553494627,2.171528713099196,8.0,4.0,6.0,3.0,4.0,3.0,5.0,4.0,4.02340819773366,6.606921905821029,7.858555102092668,57.54556814146403,19.990155466869005,17.525982917872803,11.35956215181965,11.536729966561085,1.8028643088776437,1.7973924227017195,1.874988456935831,1.6969896157728026,1.9180064134585448,1.6288951581809703,1.5653998690229278,1.7661496049953185,3.054341988198145,2.3514523917335683,2.7893965130794545,11.009428869629907,5.637246305395155,4.817129809231783,2.800300751302563,3.4298865282730944,2.213166935654191,1.7753345775311389,2.0637301245874884,2.1912297774258027,1.8884329113989355,2.006704505856559,2.0974183654067677,2.076779056419819,1.3463680567364475,0.8014455098642483,2.4319324352496547,2.4063192231346795,2.365173762020812,2.232642958639884,5.8142838376939565,3.4799775917551585,2.000199198870045,2.236487674076575,1.925335811303178,2.222220629511982,1.7841915842361442,2.2702499623009738,1.7850589792861145,2.241701241542194,5.149329503152499,3.3705336651473985,5.960421837307998,9.125611273669657,2.4705762063065047,4.165023708070087,3.460659192322505,2.0744600109921043,3.986328820641779,3.861718207736071,4.060592023464276,4.077730141345049,4.060537530123656,3.8561720940776287,4.115567316853228,3.6743422740726506,0.2419590382728493,0.2718977798728861,0.792973447624537,1.1553014023256063,0.4560300583664708,0.6478200526392015,0.5959873841955484,0.1614327413224267,2.73709093419622,2.831024959227252,2.05640847020491,2.680808284370328,2.8548588657339926,2.933738353392942,2.805774078698928,3.12695289342853,0.0599949829370714,0.0241638715974025,0.7063559993301383,0.0107352123516131,0.475913642977716,0.0229527233225158,0.1800954387965633,0.0053499012657824,0.5758821267094759,0.0167795285606334
4.124470209042833,3.397396697157765,4.245996652426285,10.584549798485584,4.618230615302753,5.716231845451778,4.9773794087227134,4.734035614519961,4.444345507120945,4.4517263718108255,4.220120952530687,3.400645959514197,4.069801633740901,3.656408409615972,4.038503149999498,3.707317707662145,0.3120896580452644,0.3215162608610782,0.3393433078729241,0.1853910295665231,0.2432477341507709,0.2082468977165116,0.2663312838416309,0.2070308776271378,1.785336044872739,1.797172538675257,1.8211402224238384,2.890217796292588,2.2576679579071848,2.426284318123418,2.1231668793360514,2.6425143512456257,8.0,7.0,6.0,3.0,6.0,4.0,7.0,3.0,4.046592779960621,3.286709270118064,7.104577737577369,56.63231246488882,7.030081170830247,18.012821418489626,6.438507905534276,10.16289637919426,1.83905941331774,1.924820692753645,1.7987381228357215,1.6797210677640295,1.6563409509822826,1.7871016609598638,1.4486162518070946,1.7722979584453826,4.686466783737625,3.435824909258933,5.000513548880894,30.737954593239053,5.822597452797431,7.898480319768899,7.01546721723656,3.7445638917530673,2.239188146402114,2.284797894044204,2.1575678186596656,2.092739376283473,2.157294360506911,2.2456058912832355,2.099025982604598,2.281156664315729,2.9055966253278096,1.8842232360255533,1.2481328926778796,5.814274300208099,1.8884275508517416,2.963875734171362,4.00599842252925,1.9087327100555285,2.2710943395261465,2.164908147568968,2.1379900412049784,2.1261290919672984,1.99846825435764,2.194546628014644,2.197399566463041,2.131076843433526,4.10938360601982,2.81863625114003,4.9393146288247625,8.221450179490734,4.187455196672616,3.8741326676864896,3.2036345348012847,2.048230240752171,3.8538744838852703,4.069961591401203,3.966270810951339,4.109452054733783,3.8425151470983328,3.7972645156629783,3.860455471189865,4.082053855255093,0.2206064723030353,0.1565439330242671,0.4443470518257825,0.64451106712984,0.3174799295109081,0.3039909471972202,0.5381181726208889,0.2283127870011561,2.7514558076866984,2.8752022328851794,2.3472674070863686,3.061222880020004,3.142809066786189,2.8957984316781085,2.617135177474618,2.968174062402345,0.0543745134017101,0.0221100543907978,0.7062936316486091,0.0136553384921884,0.4726838128531579,0.0225604817437964,0.1763383473407515,0.0059709412898856,0.5722995770472882,0.0122074027558799
4.207659696791878,3.817350196901055,5.084531070306891,8.565213813051653,4.961032547973867,5.507280536375222,5.557829962707039,4.498494700465415,4.401817034131622,4.392870055659154,4.5322060156690505,4.054662854019663,4.166970302995879,4.084637691477236,4.242714510856846,3.932750739040989,0.3260784327784722,0.2928638297594961,0.3356323278075275,0.2784421680342259,0.2524659181823399,0.2476567309573159,0.2589852699232631,0.2387918323114537,1.694248601309418,1.9205895428534512,1.7337826437197308,2.040543271058984,2.32355829891788,2.097477341488661,1.9969817556831613,2.0795219672840983,10.0,7.0,9.0,4.0,5.0,6.0,8.0,8.0,6.34031655491108,4.379957746253252,6.573583950832572,33.0921936249174,9.127312011074654,10.912707164731884,9.896918957381676,8.45604394618528,1.712269499405472,1.834399991532752,1.9136300438647555,1.9085914594316136,1.98796398181323,1.9489933401739643,1.972818842704812,1.653676045599611,2.257221278497916,2.7963352949944715,5.678293842987388,16.5937175161655,7.207871529858359,8.25083480163364,9.339618570766651,6.744130446642034,2.2597117175918298,2.258109604841909,2.158931697706648,2.1424869129789137,2.147486801388493,2.275750384267901,2.2786955363508024,2.0076009222546998,3.4166775207616964,1.914904454089356,5.020381531317158,3.833024845052099,3.5534330756533365,5.02540709798301,9.446493317270267,6.49820320453536,2.1479656586433054,2.224735624664294,2.243769539359153,2.190303449130554,2.25957807514525,2.1495304738206844,2.2927512232283758,2.0093934455472704,6.154595627451986,3.451799749699192,8.459219671142668,17.96431925644497,4.133498635953565,4.575223720381922,5.547008045372733,3.5126097931111944,3.829366452852781,4.036020795834218,3.896451360731873,3.7943781703119295,3.753793982578362,3.721795687609534,3.686791376171097,3.9279108055149727,0.2086850670959348,0.1687064635731132,0.4020696012927394,0.6531391054640187,0.4760255919820284,0.2973527851279005,0.4126694028355633,0.1903021907529375,2.543519835680715,3.194914713248365,3.039310331688494,3.184035290795802,3.200773704418012,3.0463568532300056,2.9921685769731794,3.1490906999806496,0.039355972824906,0.0182725392074359,0.6961485317869669,0.0133861092799561,0.4595423715281439,0.0236557097670323,0.1727890024981097,0.0057137102909019,0.578494333801472,0.010807962728869
