mode,participant,held_out_participant,target,modality,regressor,feature_count_request,feature_count_resolved,fold,best_parameters,inner_best_rmse
individual,P45,P45,valence,eeg,knn,all,all,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.4563195456673685
individual,P45,P45,valence,eeg,knn,all,all,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5657893746070097
individual,P45,P45,valence,eeg,knn,all,all,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.5222768008265735
individual,P45,P45,valence,eeg,knn,all,all,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5117128045041965
individual,P45,P45,valence,eeg,knn,all,all,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.4523953948894859
individual,P10,P10,valence,eeg,knn,5,5,1,"{""regressor__n_neighbors"": 5, ""regressor__weights"": ""distance""}",2.051492063304026
individual,P10,P10,valence,eeg,knn,5,5,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.1056179553782304
individual,P10,P10,valence,eeg,knn,5,5,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",2.107129340706927
individual,P10,P10,valence,eeg,knn,5,5,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.9035572255498898
individual,P10,P10,valence,eeg,knn,5,5,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.991999995666295
individual,P11,P11,valence,eeg,knn,5,5,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.2843661953933094
individual,P11,P11,valence,eeg,knn,5,5,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.161326370596322
individual,P11,P11,valence,eeg,knn,5,5,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.3274720347622897
individual,P11,P11,valence,eeg,knn,5,5,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",2.3729248853096
individual,P11,P11,valence,eeg,knn,5,5,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.4060494553624125
individual,P19,P19,valence,eeg,knn,5,5,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.4637197274139455
individual,P19,P19,valence,eeg,knn,5,5,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.7194909339600157
individual,P19,P19,valence,eeg,knn,5,5,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.8371733428372767
individual,P19,P19,valence,eeg,knn,5,5,4,"{""regressor__n_neighbors"": 3, ""regressor__weights"": ""distance""}",1.548618485764883
individual,P19,P19,valence,eeg,knn,5,5,5,"{""regressor__n_neighbors"": 3, ""regressor__weights"": ""distance""}",1.8553783538284667
individual,P22,P22,valence,eeg,knn,5,5,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.3722063088038365
individual,P22,P22,valence,eeg,knn,5,5,2,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""uniform""}",2.329695341347522
individual,P22,P22,valence,eeg,knn,5,5,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.328408775571814
individual,P22,P22,valence,eeg,knn,5,5,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.50939844527649
individual,P22,P22,valence,eeg,knn,5,5,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.226060835565589
individual,P25,P25,valence,eeg,knn,5,5,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.8663387050272318
individual,P25,P25,valence,eeg,knn,5,5,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.8179700665945713
individual,P25,P25,valence,eeg,knn,5,5,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",2.048204062354555
individual,P25,P25,valence,eeg,knn,5,5,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.8273622001061485
individual,P25,P25,valence,eeg,knn,5,5,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9253505421244694
individual,P32,P32,valence,eeg,knn,5,5,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5244243133141782
individual,P32,P32,valence,eeg,knn,5,5,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.5891364705396622
individual,P32,P32,valence,eeg,knn,5,5,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5796199690207817
individual,P32,P32,valence,eeg,knn,5,5,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5749727053598204
individual,P32,P32,valence,eeg,knn,5,5,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5860050983196086
individual,P40,P40,valence,eeg,knn,5,5,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.2716703805285205
individual,P40,P40,valence,eeg,knn,5,5,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.131313703792223
individual,P40,P40,valence,eeg,knn,5,5,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",2.0414596761359154
individual,P40,P40,valence,eeg,knn,5,5,4,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""distance""}",2.470589683576756
individual,P40,P40,valence,eeg,knn,5,5,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.226506438353452
individual,P42,P42,valence,eeg,knn,5,5,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.531523765214602
individual,P42,P42,valence,eeg,knn,5,5,2,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""distance""}",1.4032539488965583
individual,P42,P42,valence,eeg,knn,5,5,3,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""uniform""}",1.4036062378501306
individual,P42,P42,valence,eeg,knn,5,5,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5072652484234597
individual,P42,P42,valence,eeg,knn,5,5,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.339785155439919
individual,P43,P43,valence,eeg,knn,5,5,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.4227830440172733
individual,P43,P43,valence,eeg,knn,5,5,2,"{""regressor__n_neighbors"": 5, ""regressor__weights"": ""uniform""}",1.3824203411171216
individual,P43,P43,valence,eeg,knn,5,5,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.3670194114031744
individual,P43,P43,valence,eeg,knn,5,5,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.3769188291072976
individual,P43,P43,valence,eeg,knn,5,5,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5552190337440728
individual,P45,P45,valence,eeg,knn,5,5,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5222582875255506
individual,P45,P45,valence,eeg,knn,5,5,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.6273613358086283
individual,P45,P45,valence,eeg,knn,5,5,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.590321211965424
individual,P45,P45,valence,eeg,knn,5,5,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.5520746098757894
individual,P45,P45,valence,eeg,knn,5,5,5,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""uniform""}",1.5114151406899952
individual,P10,P10,valence,eeg,knn,10,10,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.020136014366564
individual,P10,P10,valence,eeg,knn,10,10,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.1061954849954643
individual,P10,P10,valence,eeg,knn,10,10,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",2.0574257277786736
individual,P10,P10,valence,eeg,knn,10,10,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9815457485137327
individual,P10,P10,valence,eeg,knn,10,10,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.016796769072859
individual,P11,P11,valence,eeg,knn,10,10,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.25517039294556
individual,P11,P11,valence,eeg,knn,10,10,2,"{""regressor__n_neighbors"": 5, ""regressor__weights"": ""uniform""}",2.2385338550701595
individual,P11,P11,valence,eeg,knn,10,10,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.351935188673391
individual,P11,P11,valence,eeg,knn,10,10,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",2.3271160883378514
individual,P11,P11,valence,eeg,knn,10,10,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.388995157110864
individual,P19,P19,valence,eeg,knn,10,10,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.5038053211489786
individual,P19,P19,valence,eeg,knn,10,10,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.7442874636856727
individual,P19,P19,valence,eeg,knn,10,10,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.8092337214622507
individual,P19,P19,valence,eeg,knn,10,10,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.6866541697488362
individual,P19,P19,valence,eeg,knn,10,10,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.9348244397363228
individual,P22,P22,valence,eeg,knn,10,10,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.3430977503049877
individual,P22,P22,valence,eeg,knn,10,10,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.3083615348797566
individual,P22,P22,valence,eeg,knn,10,10,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.336391240678724
individual,P22,P22,valence,eeg,knn,10,10,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.440910189616757
individual,P22,P22,valence,eeg,knn,10,10,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.125995468158125
individual,P25,P25,valence,eeg,knn,10,10,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.6983139500621454
individual,P25,P25,valence,eeg,knn,10,10,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.8576954549872424
individual,P25,P25,valence,eeg,knn,10,10,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.9910379836961665
individual,P25,P25,valence,eeg,knn,10,10,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.7945132096366052
individual,P25,P25,valence,eeg,knn,10,10,5,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""uniform""}",1.7625454381291776
individual,P32,P32,valence,eeg,knn,10,10,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5198708426552485
individual,P32,P32,valence,eeg,knn,10,10,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5629284068352274
individual,P32,P32,valence,eeg,knn,10,10,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5874136444190459
individual,P32,P32,valence,eeg,knn,10,10,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5361692821895432
individual,P32,P32,valence,eeg,knn,10,10,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5520340802685408
individual,P40,P40,valence,eeg,knn,10,10,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.152786042186193
individual,P40,P40,valence,eeg,knn,10,10,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.101237776221654
individual,P40,P40,valence,eeg,knn,10,10,3,"{""regressor__n_neighbors"": 5, ""regressor__weights"": ""uniform""}",2.0865080454265166
individual,P40,P40,valence,eeg,knn,10,10,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.4112212593318456
individual,P40,P40,valence,eeg,knn,10,10,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.0740655192950475
individual,P42,P42,valence,eeg,knn,10,10,1,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""distance""}",1.4621884153356925
individual,P42,P42,valence,eeg,knn,10,10,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.4897165119377374
individual,P42,P42,valence,eeg,knn,10,10,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.4275063212860155
individual,P42,P42,valence,eeg,knn,10,10,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5139086192447142
individual,P42,P42,valence,eeg,knn,10,10,5,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""distance""}",1.3789456392115185
individual,P43,P43,valence,eeg,knn,10,10,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.3978977619279604
individual,P43,P43,valence,eeg,knn,10,10,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.4451468401489465
individual,P43,P43,valence,eeg,knn,10,10,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.3462606775466097
individual,P43,P43,valence,eeg,knn,10,10,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.312120124946021
individual,P43,P43,valence,eeg,knn,10,10,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5596005820795789
individual,P45,P45,valence,eeg,knn,10,10,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.4430490084711967
individual,P45,P45,valence,eeg,knn,10,10,2,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""uniform""}",1.6016206135830977
individual,P45,P45,valence,eeg,knn,10,10,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5921751496669672
individual,P45,P45,valence,eeg,knn,10,10,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5145721015020168
individual,P45,P45,valence,eeg,knn,10,10,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.4819201088411578
individual,P10,P10,valence,eeg,knn,20,20,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.9827633736437376
individual,P10,P10,valence,eeg,knn,20,20,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",2.0543085800909733
individual,P10,P10,valence,eeg,knn,20,20,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.0523215526588583
individual,P10,P10,valence,eeg,knn,20,20,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.019139065010339
individual,P10,P10,valence,eeg,knn,20,20,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9701644620557435
individual,P11,P11,valence,eeg,knn,20,20,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.37542467035504
individual,P11,P11,valence,eeg,knn,20,20,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.2401663826497673
individual,P11,P11,valence,eeg,knn,20,20,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.337733068246188
individual,P11,P11,valence,eeg,knn,20,20,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.2738738207311067
individual,P11,P11,valence,eeg,knn,20,20,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.4461172442774775
individual,P19,P19,valence,eeg,knn,20,20,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.4812365091049362
individual,P19,P19,valence,eeg,knn,20,20,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.7328400359305514
individual,P19,P19,valence,eeg,knn,20,20,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.7336730455024407
individual,P19,P19,valence,eeg,knn,20,20,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.6676683575010929
individual,P19,P19,valence,eeg,knn,20,20,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.921327443294226
individual,P22,P22,valence,eeg,knn,20,20,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.410519741652927
individual,P22,P22,valence,eeg,knn,20,20,2,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""distance""}",2.371545532584966
individual,P22,P22,valence,eeg,knn,20,20,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.3213905743878946
individual,P22,P22,valence,eeg,knn,20,20,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",2.400298434655958
individual,P22,P22,valence,eeg,knn,20,20,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",2.1451035854623726
individual,P25,P25,valence,eeg,knn,20,20,1,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""distance""}",1.8004587337633933
individual,P25,P25,valence,eeg,knn,20,20,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9059687400366137
individual,P25,P25,valence,eeg,knn,20,20,3,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""uniform""}",1.9636548640568552
individual,P25,P25,valence,eeg,knn,20,20,4,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""uniform""}",1.8163409680655016
individual,P25,P25,valence,eeg,knn,20,20,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.817701169569185
individual,P32,P32,valence,eeg,knn,20,20,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.4809051523604166
individual,P32,P32,valence,eeg,knn,20,20,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.6060459727628522
individual,P32,P32,valence,eeg,knn,20,20,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5893662192206472
individual,P32,P32,valence,eeg,knn,20,20,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5336982677562283
individual,P32,P32,valence,eeg,knn,20,20,5,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""uniform""}",1.5019211606011316
individual,P40,P40,valence,eeg,knn,20,20,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",2.151336876776448
individual,P40,P40,valence,eeg,knn,20,20,2,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""uniform""}",2.041953033371806
individual,P40,P40,valence,eeg,knn,20,20,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",2.1091856794354165
individual,P40,P40,valence,eeg,knn,20,20,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",2.2719364172649334
individual,P40,P40,valence,eeg,knn,20,20,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",2.108882825440636
individual,P42,P42,valence,eeg,knn,20,20,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.4847717902945934
individual,P42,P42,valence,eeg,knn,20,20,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.4561550850947007
individual,P42,P42,valence,eeg,knn,20,20,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.3959425878225311
individual,P42,P42,valence,eeg,knn,20,20,4,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""uniform""}",1.4184653531848295
individual,P42,P42,valence,eeg,knn,20,20,5,"{""regressor__n_neighbors"": 5, ""regressor__weights"": ""distance""}",1.3653836168760634
individual,P43,P43,valence,eeg,knn,20,20,1,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""distance""}",1.3812223044588732
individual,P43,P43,valence,eeg,knn,20,20,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.387202059704599
individual,P43,P43,valence,eeg,knn,20,20,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.3371672089581583
individual,P43,P43,valence,eeg,knn,20,20,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.3427021704285058
individual,P43,P43,valence,eeg,knn,20,20,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5346285161716893
individual,P45,P45,valence,eeg,knn,20,20,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.4223833938038355
individual,P45,P45,valence,eeg,knn,20,20,2,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""uniform""}",1.6295091243708573
individual,P45,P45,valence,eeg,knn,20,20,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5188196799440494
individual,P45,P45,valence,eeg,knn,20,20,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.470084394069283
individual,P45,P45,valence,eeg,knn,20,20,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.4993135295210438
