target,feature,robot_scope,image_mean,image_sd,image_median,image_min,image_max,image_q1,image_q3,image_iqr,image_low_mean,image_low_sd,image_low_median,image_low_min,image_low_max,image_low_q1,image_low_q3,image_low_iqr,image_high_mean,image_high_sd,image_high_median,image_high_min,image_high_max,image_high_q1,image_high_q3,image_high_iqr,robot_mean,robot_sd,robot_median,robot_min,robot_max,robot_q1,robot_q3,robot_iqr,robot_mean_minus_image_mean_in_image_sd,robot_pct_outside_image_min_max,robot_pct_outside_image_q1_q3,robot_pct_outside_image_mean_pm_2sd,robot_pct_outside_image_mean_pm_3sd,robot_z_median_abs,robot_z_p95_abs,robot_z_max_abs,robot_z_pct_abs_gt_2,robot_z_pct_abs_gt_3,robot_z_pct_abs_gt_5
valence,eeg_se__PO8,ALL_ANALYZED_TASKS,4.2732417344631495,0.25165480165315207,4.286688362122769,3.555258305383176,4.76267914443993,4.116407277828649,4.456709442875608,0.34030216504695954,4.171343003568612,0.26499780598133843,4.18020063539655,3.555258305383176,4.76267914443993,4.042535150395674,4.359333761675941,0.31679861128026765,4.33014622054711,0.22459696414057131,4.357554311039212,3.7184692412232696,4.749075883237981,4.151742743843221,4.479341566032557,0.32759882218933534,3.7156629423745327,0.7447631467022785,3.765667616104443,1.3370574948355656,4.991262949811709,3.248116984969955,4.302707038404586,1.054590053434631,-2.2156493276735096,40.94955489614243,84.86646884272997,52.52225519287834,37.0919881305638,2.1177894669304345,7.051180302720314,11.667507316925487,52.52225519287834,37.0919881305638,15.43026706231454
valence,eeg_se__PO8,pick_place,4.2732417344631495,0.25165480165315207,4.286688362122769,3.555258305383176,4.76267914443993,4.116407277828649,4.456709442875608,0.34030216504695954,4.171343003568612,0.26499780598133843,4.18020063539655,3.555258305383176,4.76267914443993,4.042535150395674,4.359333761675941,0.31679861128026765,4.33014622054711,0.22459696414057131,4.357554311039212,3.7184692412232696,4.749075883237981,4.151742743843221,4.479341566032557,0.32759882218933534,3.136430941351751,0.6080813416559366,3.236022881369477,1.3562217637547818,4.191264465179826,2.8734172813418377,3.548873895568862,0.6754566142270244,-4.517341952720732,76.19047619047619,97.61904761904762,92.85714285714286,71.42857142857143,4.121593731890076,8.450399230329923,11.591354313711069,92.85714285714286,71.42857142857143,30.952380952380953
valence,eeg_se__PO8,shape_sorter_observation,4.2732417344631495,0.25165480165315207,4.286688362122769,3.555258305383176,4.76267914443993,4.116407277828649,4.456709442875608,0.34030216504695954,4.171343003568612,0.26499780598133843,4.18020063539655,3.555258305383176,4.76267914443993,4.042535150395674,4.359333761675941,0.31679861128026765,4.33014622054711,0.22459696414057131,4.357554311039212,3.7184692412232696,4.749075883237981,4.151742743843221,4.479341566032557,0.32759882218933534,3.3259189902496678,0.682629782099518,3.2854239266005,1.3370574948355656,4.668176956949639,2.860789506581371,3.7730893107713475,0.9122998041899764,-3.7643738088460834,61.016949152542374,93.22033898305084,74.57627118644068,59.32203389830508,3.925288932988959,7.133930809506183,11.667507316925487,74.57627118644068,59.32203389830508,33.89830508474576
valence,eeg_se__PO8,stack,4.2732417344631495,0.25165480165315207,4.286688362122769,3.555258305383176,4.76267914443993,4.116407277828649,4.456709442875608,0.34030216504695954,4.171343003568612,0.26499780598133843,4.18020063539655,3.555258305383176,4.76267914443993,4.042535150395674,4.359333761675941,0.31679861128026765,4.33014622054711,0.22459696414057131,4.357554311039212,3.7184692412232696,4.749075883237981,4.151742743843221,4.479341566032557,0.32759882218933534,3.500453106462291,0.58060866269638,3.4960104953118005,1.4095580737477271,4.687463573669009,3.1965440442463056,3.8679555871371316,0.671411542890826,-3.0708280665590837,54.41176470588235,89.70588235294117,64.70588235294117,52.94117647058824,3.088481658389267,6.440248612002496,11.379411963942369,64.70588235294117,52.94117647058824,11.76470588235294
valence,eeg_se__PO8,sisyphus,4.2732417344631495,0.25165480165315207,4.286688362122769,3.555258305383176,4.76267914443993,4.116407277828649,4.456709442875608,0.34030216504695954,4.171343003568612,0.26499780598133843,4.18020063539655,3.555258305383176,4.76267914443993,4.042535150395674,4.359333761675941,0.31679861128026765,4.33014622054711,0.22459696414057131,4.357554311039212,3.7184692412232696,4.749075883237981,4.151742743843221,4.479341566032557,0.32759882218933534,3.7598042426123643,0.5794390021874541,3.815567781598426,1.3969129408555154,4.717337546465352,3.553988502698756,4.1622376503943865,0.6082491476956307,-2.0402451631280214,25.274725274725274,79.12087912087912,45.05494505494506,24.175824175824175,1.8186577401194237,5.990361782854164,11.429659894079778,45.05494505494506,24.175824175824175,9.89010989010989
valence,eeg_se__PO8,shape_sorter_interaction,4.2732417344631495,0.25165480165315207,4.286688362122769,3.555258305383176,4.76267914443993,4.116407277828649,4.456709442875608,0.34030216504695954,4.171343003568612,0.26499780598133843,4.18020063539655,3.555258305383176,4.76267914443993,4.042535150395674,4.359333761675941,0.31679861128026765,4.33014622054711,0.22459696414057131,4.357554311039212,3.7184692412232696,4.749075883237981,4.151742743843221,4.479341566032557,0.32759882218933534,4.468131094825357,0.5153070602924689,4.553880816561412,1.438511811390209,4.991262949811709,4.436367454991903,4.684794228669782,0.24842677367787847,0.7744313205309605,12.987012987012985,74.02597402597402,11.688311688311687,2.5974025974025974,1.1712743198611706,2.2850293877963552,11.264358575521877,11.688311688311687,2.5974025974025974,2.5974025974025974
valence,eeg_hc__PO8,ALL_ANALYZED_TASKS,1.9130092528497729,0.1890750113878729,1.9110862567497846,1.4893668759545322,2.628936830864649,1.8042282076734837,2.022045961609888,0.21781775393640435,1.9886621879591873,0.2256974571968946,1.974150724765359,1.6236517362816023,2.628936830864649,1.8245549312176785,2.091070947690932,0.2665160164732536,1.870761509866593,0.14928363950280366,1.8726584094868293,1.4893668759545322,2.1749295084330216,1.798933970650633,1.962181200642248,0.163247229991615,2.6147566758881875,1.5092186240137864,2.3864202190588206,1.5076964054477922,16.5822996261246,1.942688334955736,2.8338487451733734,0.8911604102176374,3.7114762965627097,34.124629080118694,85.7566765578635,54.89614243323442,44.21364985163205,2.503826194345066,10.22605503500775,77.58450080524868,54.89614243323442,44.21364985163205,23.44213649851632
valence,eeg_hc__PO8,pick_place,1.9130092528497729,0.1890750113878729,1.9110862567497846,1.4893668759545322,2.628936830864649,1.8042282076734837,2.022045961609888,0.21781775393640435,1.9886621879591873,0.2256974571968946,1.974150724765359,1.6236517362816023,2.628936830864649,1.8245549312176785,2.091070947690932,0.2665160164732536,1.870761509866593,0.14928363950280366,1.8726584094868293,1.4893668759545322,2.1749295084330216,1.798933970650633,1.962181200642248,0.163247229991615,3.1906730038377304,2.17636844965116,2.7344465683815518,1.9279378830231968,16.5822996261246,2.450904657386534,3.0915901083619617,0.6406854509754276,6.757443734153364,59.523809523809526,97.61904761904762,80.95238095238095,71.42857142857143,4.344504911051747,12.066792278430981,77.58450080524868,80.95238095238095,71.42857142857143,38.095238095238095
valence,eeg_hc__PO8,shape_sorter_observation,1.9130092528497729,0.1890750113878729,1.9110862567497846,1.4893668759545322,2.628936830864649,1.8042282076734837,2.022045961609888,0.21781775393640435,1.9886621879591873,0.2256974571968946,1.974150724765359,1.6236517362816023,2.628936830864649,1.8245549312176785,2.091070947690932,0.2665160164732536,1.870761509866593,0.14928363950280366,1.8726584094868293,1.4893668759545322,2.1749295084330216,1.798933970650633,1.962181200642248,0.163247229991615,3.087127797112453,1.680754508148628,2.879312960581303,1.7730808340576454,15.043178459200872,2.4606428312281583,3.343725972677775,0.8830831414496165,6.209802848320692,55.932203389830505,94.91525423728814,81.35593220338984,71.1864406779661,5.110689670932941,10.868151702684337,69.44423332290889,81.35593220338984,71.1864406779661,52.54237288135594
valence,eeg_hc__PO8,stack,1.9130092528497729,0.1890750113878729,1.9110862567497846,1.4893668759545322,2.628936830864649,1.8042282076734837,2.022045961609888,0.21781775393640435,1.9886621879591873,0.2256974571968946,1.974150724765359,1.6236517362816023,2.628936830864649,1.8245549312176785,2.091070947690932,0.2665160164732536,1.870761509866593,0.14928363950280366,1.8726584094868293,1.4893668759545322,2.1749295084330216,1.798933970650633,1.962181200642248,0.163247229991615,2.7995892163616785,1.4621064052518458,2.6071011946188514,1.8519871646142856,14.12168748524994,2.2936503134717667,2.886817640016302,0.5931673265445352,4.68903826584019,47.05882352941176,94.11764705882352,75.0,60.29411764705882,3.670987174213107,9.494107984920104,64.57055399750843,75.0,60.29411764705882,26.47058823529412
